Ta_m,P_m,SWin_m,VPD_m,GPP
10.647,0.0,153.038,4.762,0.267276
10.006,7.2,103.763,3.349,0.421539
7.268,11.2,98.339,2.068,0.532611
4.647,18.8,111.643,1.673,0.594797
4.011,4.0,124.727,1.57,0.420954
4.694,0.4,198.735,2.295,0.287739
3.742,0.0,163.015,2.459,-0.0616225
5.706,0.0,99.95,2.71,0.849965
6.5,0.4,176.294,3.276,0.421962
7.023,0.0,271.076,5.353,0.529258
7.67,0.0,155.376,4.034,1.28328
8.662,0.0,237.174,5.504,0.951816
9.833,0.0,223.865,5.287,0.904994
12.477,0.0,268.336,8.459,0.392743
11.543,6.2,230.49,4.819,1.18489
9.951,3.0,170.259,4.297,0.544958
8.45,0.0,179.059,5.133,1.00855
10.121,0.8,108.968,4.027,1.11593
14.41,0.0,250.491,6.055,1.04147
16.274,0.0,247.753,9.221,1.48943
11.736,0.2,69.114,3.138,1.61842
10.39,0.0,255.549,5.718,2.79808
10.617,0.0,257.663,6.223,3.97948
12.918,0.0,290.253,8.135,3.96319
13.78,0.4,242.42,7.251,4.88425
13.641,3.6,175.207,5.73,4.63109
13.493,0.0,192.687,3.678,6.92456
14.273,0.0,146.801,4.456,6.72262
10.51,3.0,72.409,2.36,5.03351
10.765,1.2,197.373,3.924,8.99098
12.14,2.2,180.011,4.365,9.11813
12.932,0.0,247.738,5.579,10.2865
8.86,2.6,175.768,3.477,10.7334
7.359,2.0,97.491,1.585,7.7342
7.61,1.8,106.767,2.236,7.01433
6.199,37.6,47.309,0.87,5.01666
7.852,2.4,64.977,1.114,7.28457
10.794,0.0,127.227,3.161,6.17441
12.555,0.0,253.93,4.512,8.26389
10.006,0.0,164.027,3.421,8.70646
8.799,0.0,95.945,2.674,7.81867
10.825,0.0,211.238,4.66,7.8627
12.295,0.0,309.876,6.085,10.5561
13.3,0.0,297.261,5.941,6.89375
15.711,0.0,336.718,9.822,7.36246
17.264,0.0,331.156,9.259,6.4983
17.174,0.0,314.009,8.761,7.67034
17.397,0.0,326.843,8.255,7.5606
14.11,0.0,197.557,4.519,4.37785
8.727,0.0,296.655,4.814,1.5901
7.136,0.0,213.912,4.401,4.10196
10.104,0.0,347.186,7.004,3.9421
13.148,0.0,343.24,8.335,4.14516
14.122,0.0,285.623,8.013,6.01379
13.119,0.0,323.217,7.786,4.90606
12.508,0.0,338.786,8.052,5.0561
15.384,0.0,348.213,10.782,4.71974
16.256,4.4,308.856,9.876,3.87237
14.484,1.8,286.248,6.063,2.37413
13.058,0.4,97.946,3.023,2.18953
13.828,10.6,167.615,2.798,3.0515
14.278,4.4,165.524,4.145,2.20815
12.339,0.4,109.648,1.775,2.04544
13.486,0.8,105.891,3.542,3.35842
14.573,0.0,354.968,6.58,3.71221
17.619,0.0,345.293,9.484,6.50082
22.01,0.0,345.026,14.374,5.46358
24.525,0.0,327.176,16.115,5.48623
22.427,5.4,289.313,10.722,2.70769
17.61,9.8,221.851,4.667,4.36334
13.945,0.4,245.578,4.268,3.56526
12.733,1.6,151.243,2.868,2.64313
15.562,0.0,340.58,6.629,3.55173
17.781,0.0,265.529,7.378,3.08563
16.01,0.0,331.82,7.521,6.40556
17.084,0.2,309.31,8.822,4.73437
14.932,0.0,202.102,6.105,6.39527
12.797,0.0,152.026,3.908,8.92346
12.711,0.0,257.717,5.215,8.89959
13.823,3.2,234.189,5.495,6.35315
15.695,4.6,203.29,4.625,5.24273
19.405,0.0,209.651,9.665,8.12566
15.051,0.0,221.634,7.89,8.53269
14.489,0.0,269.552,7.386,1.73866
16.4,0.0,286.521,9.362,8.11874
21.218,0.0,266.387,11.413,8.27896
17.966,0.0,335.585,10.075,9.65405
16.73,0.0,355.917,10.177,8.10919
18.303,0.0,262.525,10.802,9.08733
16.264,0.0,137.719,7.568,6.55046
13.991,4.4,207.684,3.86,5.54372
15.437,0.0,238.281,7.401,5.62359
17.738,0.0,268.956,9.54,7.19977
17.751,0.0,258.666,8.319,5.46483
17.938,0.0,320.298,9.752,5.682
17.768,4.2,146.69,6.682,3.93641
16.029,3.0,185.002,4.72,6.26587
14.401,0.2,170.929,5.648,3.15099
12.214,6.6,174.789,2.899,4.70224
12.252,8.8,237.342,2.869,4.50574
12.995,1.4,181.366,3.348,4.17088
12.732,1.6,153.346,2.087,5.07656
16.537,0.0,302.481,8.071,5.76709
18.094,0.0,123.278,5.362,3.46517
20.516,0.0,250.297,7.689,5.08923
21.52,0.6,225.777,10.193,3.29224
20.966,0.0,250.018,10.131,3.90506
20.762,0.0,229.555,8.304,4.8068
18.963,9.4,146.323,3.78,1.98222
21.665,1.4,294.247,9.092,3.68566
23.2,0.0,314.32,11.492,3.03671
21.991,0.8,209.469,9.648,2.02437
19.395,2.0,206.61,7.599,2.8675
17.632,0.0,295.611,8.902,3.40441
14.613,8.4,126.413,3.176,2.12597
15.291,0.2,267.611,5.947,3.58743
18.104,0.0,326.78,10.775,1.99916
20.533,0.0,325.025,14.478,1.15435
21.601,0.0,288.12,14.545,2.64167
22.635,0.0,254.662,15.311,2.16678
22.911,0.0,299.995,14.718,2.11781
22.68,0.0,299.297,14.664,1.84515
23.018,0.0,246.893,14.665,1.7222
21.103,0.0,130.643,7.038,2.43025
22.598,0.0,198.637,11.04,2.72624
20.725,0.2,137.958,5.138,2.31297
19.777,0.2,103.509,4.065,2.3179
22.211,0.0,233.003,11.095,1.89216
23.744,0.0,223.966,14.13,1.64838
20.857,13.4,92.691,6.609,1.08695
21.066,3.4,232.946,7.762,2.23864
18.301,2.8,167.345,5.801,1.67992
16.078,5.6,156.777,3.818,0.168459
14.853,6.4,31.359,1.502,0.392363
18.733,0.0,258.464,6.816,4.15269
17.625,20.4,124.504,3.517,3.54552
18.75,1.8,96.808,4.529,6.57589
21.623,4.6,265.597,9.982,9.15791
19.265,0.4,182.171,7.104,9.49446
16.724,5.0,206.038,5.117,7.48914
13.465,6.6,93.819,2.056,4.19432
13.996,0.0,188.762,4.09,7.96939
18.802,0.0,224.069,8.639,9.655
17.868,7.0,114.002,4.895,2.5337
14.231,9.2,119.734,3.115,6.22473
14.666,0.6,123.859,2.873,6.61458
16.573,0.0,214.578,5.403,8.57955
16.606,1.8,111.325,4.011,6.88794
17.648,5.6,168.678,4.471,9.42838
14.981,6.8,120.518,3.861,7.3473
13.18,0.0,160.678,3.572,6.78509
14.338,0.0,255.844,6.475,6.55651
17.245,0.0,244.347,6.783,7.3727
19.464,0.0,181.525,6.28,7.29183
19.8,0.0,233.975,8.241,7.19781
21.111,0.0,239.822,11.063,6.45055
19.083,0.0,243.521,9.59,6.9117
18.807,0.0,240.131,9.28,7.17574
18.592,0.0,225.222,9.58,7.96992
17.739,0.0,238.804,10.681,6.33686
19.441,0.0,193.634,11.06,7.38935
19.58,13.6,175.871,6.886,7.53211
15.529,4.0,150.933,5.335,6.69702
17.54,0.2,159.114,8.239,8.45503
15.82,5.2,90.085,3.889,5.86025
13.117,1.0,145.97,3.367,6.54031
10.846,0.2,210.232,3.992,6.61979
12.965,0.0,218.164,5.743,6.49233
15.219,0.0,210.363,6.37,7.39853
14.839,0.4,68.054,3.868,5.76504
13.918,0.0,133.78,5.198,7.94167
13.355,2.2,129.094,4.738,7.45518
12.085,0.0,86.087,4.063,6.12039
12.629,16.6,22.589,1.285,2.19118
9.429,3.8,108.202,1.677,5.64403
9.796,2.2,65.831,1.726,4.59762
9.775,0.8,45.68,1.229,3.01577
11.816,1.8,47.565,1.395,3.67168
13.457,2.0,55.308,1.238,4.81703
12.865,4.2,41.568,0.906,2.72472
13.383,0.6,90.367,1.37,4.81105
14.747,0.2,64.739,2.539,5.41087
14.031,0.0,112.855,3.808,6.25555
13.309,0.0,167.111,4.506,4.97637
18.04,0.0,143.231,7.967,6.80246
20.409,0.0,158.94,12.267,5.91391
12.753,18.4,15.41,1.694,0.449896
11.546,0.8,119.85,2.458,4.79161
10.006,12.2,17.623,0.654,1.00474
9.126,13.8,46.926,1.164,2.79864
8.526,25.0,15.921,0.737,1.4208
7.712,0.0,111.934,2.067,4.58509
8.476,0.0,87.071,1.974,4.3037
8.808,4.6,91.395,1.12,3.62615
10.721,1.0,54.757,2.379,4.04788
7.536,16.0,65.356,1.436,3.24248
6.656,3.6,91.505,1.628,4.43398
7.182,4.8,52.458,1.192,3.36045
8.884,0.8,99.072,2.242,4.86539
8.628,2.4,37.916,0.75,3.28258
15.909,6.6,49.427,3.465,4.73928
14.424,0.0,121.877,5.742,6.26495
13.301,0.0,103.591,4.587,4.57658
16.672,0.0,113.235,5.829,5.56779
18.509,0.0,121.474,8.285,5.5334
13.825,0.8,68.185,3.578,3.50862
9.913,6.4,20.301,0.8,-1.14473
9.565,0.6,96.04,2.236,1.40332
12.036,12.0,45.418,1.977,0.42081
11.423,17.2,48.85,1.374,0.994891
9.484,12.2,34.006,0.877,-0.0761656
8.485,0.2,27.155,1.261,0.245062
8.977,0.4,14.468,1.113,0.361037
9.184,0.8,21.69,0.708,0.571291
11.606,0.2,72.424,1.869,1.30483
12.372,4.8,33.913,1.009,0.882026
8.692,5.4,57.199,1.82,0.435156
6.14,2.0,18.328,0.87,-0.0804659
5.979,1.0,70.671,1.572,0.797545
2.169,0.2,57.36,0.791,-0.488583
1.001,0.2,36.675,0.924,-0.0701567
0.597,3.2,25.629,0.215,0.0810799
1.511,4.4,28.529,0.635,0.44873
2.409,0.6,17.591,0.94,0.670516
3.165,2.2,51.763,1.387,0.788523
0.604,0.0,48.58,1.002,-0.509772
0.19,0.2,95.405,1.112,0.453378
3.273,0.0,16.563,1.082,0.373899
6.156,1.0,23.947,1.026,0.169553
7.275,2.0,21.028,1.453,-0.070315
2.765,12.6,45.115,1.265,0.231787
0.306,0.2,50.132,1.252,0.308404
1.79,0.6,58.164,1.003,0.26967
8.202,5.0,20.552,0.985,-0.0823997
8.303,4.0,19.149,0.872,0.297572
2.563,0.2,73.65,1.242,0.143247
-1.0,0.0,67.349,0.348,-0.189199
3.992,0.6,22.761,0.95,0.312331
6.152,2.4,13.864,0.668,0.314425
4.333,7.2,29.076,0.778,0.498894
5.127,0.4,18.906,1.027,-0.164224
3.226,0.0,9.334,1.274,-0.311148
3.626,0.2,15.629,0.887,0.131964
3.509,5.0,26.442,0.521,0.520284
5.651,0.8,21.537,0.59,0.321255
3.616,0.0,14.682,0.419,0.19444
1.634,0.0,9.36,0.396,0.307975
2.503,0.0,61.286,0.959,0.14743
0.061,0.0,43.834,0.412,-0.162146
-0.004,0.0,56.094,0.751,-0.0370827
-0.665,0.0,56.412,0.801,-0.150721
-2.722,0.0,13.039,0.169,0.151285
-2.744,0.0,9.082,0.162,0.01014
-3.009,0.0,20.58,0.173,0.302612
-4.031,0.0,20.437,0.184,0.304647
-3.956,0.0,33.742,0.185,-0.0120188
-3.893,0.2,63.912,0.187,-0.076254
2.444,6.6,44.695,1.01,0.550377
4.733,20.6,14.585,1.044,0.35556
3.008,1.2,39.078,1.801,0.353388
0.231,14.4,9.291,0.499,-0.587193
-3.12,0.0,66.113,0.925,-0.350838
-5.382,0.0,13.967,0.61,-1.0335
-2.752,0.2,21.71,0.835,-0.0179503
3.64,9.4,10.575,0.569,0.0995763
7.215,2.4,17.382,1.274,0.372739
4.659,9.6,9.538,1.203,0.244602
1.515,0.0,20.195,0.718,0.0726701
0.187,0.0,27.648,1.074,-0.0382513
-0.285,0.2,12.608,0.731,-0.0174272
0.799,4.6,13.325,0.439,0.0424946
1.159,1.2,43.929,1.378,0.326096
3.988,2.8,11.512,0.574,0.46828
6.22,0.0,33.998,0.985,0.670588
5.155,3.2,21.589,1.611,0.528002
2.939,0.2,34.675,1.013,0.246123
3.763,0.0,73.568,1.848,0.509299
4.696,2.6,13.417,1.477,0.605927
7.393,6.2,42.285,1.472,1.02886
7.4,0.0,11.843,1.936,0.820179
8.511,1.0,63.824,3.88,0.863534
7.999,0.0,31.688,1.979,0.817652
9.167,0.0,76.406,3.918,0.901641
8.014,1.6,53.343,2.746,0.676917
7.433,3.6,7.854,1.625,0.552423
3.953,0.6,57.455,1.026,0.619928
1.551,0.0,72.367,0.789,0.157447
-3.444,0.0,28.202,0.234,-0.116288
-2.671,0.2,82.111,0.566,-0.0915003
2.143,0.0,64.785,1.432,0.359774
4.122,9.4,12.623,1.303,0.447335
2.206,4.6,45.391,0.991,0.0279615
5.65,10.8,10.796,0.709,0.130022
5.386,7.0,52.536,2.098,0.230776
2.272,0.6,73.077,1.567,0.283426
0.373,0.0,63.836,1.492,0.298969
-1.988,0.0,45.578,0.773,0.405169
-3.852,0.0,41.083,0.823,0.201727
-3.838,0.0,37.872,1.104,0.11078
-4.808,0.0,52.828,1.218,-0.221692
-4.225,0.0,48.497,0.575,0.13085
-5.635,0.0,109.993,1.025,0.276238
-5.347,0.0,39.967,0.796,0.169367
-0.455,7.8,22.203,0.477,0.0346959
2.275,6.4,52.855,1.298,0.458025
1.786,0.4,14.316,0.515,-0.190003
3.102,0.0,32.067,0.816,0.266062
2.559,0.0,107.111,1.803,0.360385
-0.354,0.0,109.062,1.094,0.227647
-0.943,0.0,82.401,0.68,-0.0529319
-1.429,0.0,91.241,0.629,0.0755921
3.88,0.0,111.618,2.617,0.142646
4.175,0.0,91.973,2.929,0.55193
6.011,4.2,47.892,2.301,0.685094
5.586,11.2,24.437,0.863,0.524887
8.363,19.2,16.738,1.161,0.228335
1.784,6.8,26.513,1.022,-0.296208
0.693,1.4,53.923,0.738,-0.00323809
-1.141,0.2,40.177,0.528,0.188296
-1.811,0.0,64.913,1.184,0.289088
-1.931,0.0,45.448,1.089,0.390676
-1.919,0.0,45.204,1.491,-0.267217
-1.645,0.0,42.112,0.42,-0.151078
-0.941,2.2,91.087,0.36,0.334404
-2.867,0.8,127.424,0.736,0.313117
-2.774,0.0,42.673,0.333,0.54564
-4.008,0.0,55.518,0.385,0.075307
-4.715,0.0,85.632,0.476,0.0114993
-3.997,0.2,97.539,0.869,-0.0375895
-4.272,0.2,116.588,1.146,0.433956
-4.419,0.0,111.183,1.017,0.125474
-8.578,0.0,188.855,1.23,-0.102998
-8.665,0.0,173.208,1.555,-0.361607
-4.056,0.2,153.369,2.111,-0.130291
-1.987,1.4,138.523,2.378,0.226001
-2.852,0.0,170.226,1.646,0.308018
-1.522,0.2,59.682,0.638,-0.110236
-3.635,0.0,139.544,1.147,0.520883
-3.567,0.0,84.532,0.71,-0.633427
1.425,6.6,60.511,0.771,0.322342
2.055,0.2,63.064,0.743,0.84025
2.087,0.0,130.842,1.587,0.350487
1.515,0.0,75.564,1.983,-0.228069
1.695,11.4,50.039,1.191,0.140774
2.02,1.0,141.211,2.309,-0.0443502
4.371,0.2,169.762,3.445,-0.00889937
8.447,0.0,203.075,4.994,0.327121
14.673,0.0,200.552,9.382,0.314882
13.668,0.0,114.295,6.3,0.362488
13.118,0.0,205.314,5.096,0.224041
12.047,0.0,203.326,3.844,0.587042
9.664,0.0,188.264,3.175,0.551167
9.447,0.0,212.071,4.856,0.464314
10.099,2.6,95.903,3.599,0.403089
11.941,0.2,186.463,3.607,0.418045
12.002,2.6,76.596,3.044,0.266371
10.562,0.0,181.796,2.703,0.609244
9.083,5.0,77.123,1.584,0.435988
11.185,2.0,77.05,2.387,0.480979
10.403,6.8,70.709,1.847,0.381594
11.406,0.2,125.094,3.542,0.263621
9.885,2.2,45.503,1.782,0.124865
8.879,0.0,137.627,2.16,0.588048
9.602,0.0,250.938,5.936,0.684132
10.001,0.0,238.88,6.331,0.85244
12.623,0.0,242.301,8.35,1.00156
12.672,0.0,247.23,8.325,0.645978
9.868,2.4,45.167,3.466,0.0237124
10.352,3.4,142.155,2.789,0.210595
9.143,16.6,51.577,1.859,-0.0283352
6.208,4.2,149.646,2.121,0.319441
3.175,3.0,58.735,2.256,0.745025
4.366,0.0,124.574,2.195,0.515931
8.048,0.0,264.045,4.424,0.326054
8.527,0.0,136.531,4.766,0.529623
10.987,0.0,150.159,5.488,0.744729
12.606,0.0,155.211,6.896,0.893574
9.865,0.0,141.004,3.755,0.609334
9.793,8.2,83.323,2.312,0.967909
9.612,0.6,33.067,0.946,0.49642
10.783,1.2,188.73,3.269,0.512292
8.943,8.8,115.705,2.538,0.677814
6.8,5.8,53.585,1.092,0.483038
6.492,0.2,298.077,4.458,0.536674
8.669,0.0,303.923,7.02,0.659222
10.01,0.8,113.756,3.803,0.658298
11.709,1.6,55.199,2.691,0.607815
9.993,9.8,96.585,1.47,1.24575
11.999,0.8,185.978,4.342,0.571647
11.344,3.8,155.361,3.898,1.61381
13.136,0.0,227.161,6.446,0.569125
17.749,0.0,275.441,10.027,1.78127
17.859,0.0,292.224,9.879,2.14872
21.339,0.0,305.456,16.939,4.11344
21.109,0.0,264.164,16.097,3.01273
15.613,3.8,156.775,6.007,2.46198
11.046,8.0,176.508,2.117,2.14884
10.269,13.2,145.576,2.026,2.07902
8.804,5.8,121.308,1.611,1.95429
8.114,11.0,55.742,1.385,2.88993
7.437,2.2,196.716,3.33,2.97211
7.36,0.8,227.987,3.447,2.85097
7.52,0.0,265.739,4.465,2.24949
7.649,0.0,313.082,4.934,2.97122
11.327,0.0,340.18,7.601,3.38482
12.799,3.2,151.989,5.742,3.29274
13.312,14.2,116.269,2.539,2.81829
10.899,1.0,144.171,3.506,2.61816
9.844,1.2,116.775,2.613,3.06423
9.543,3.4,137.348,1.685,2.53667
8.852,0.0,258.692,4.164,2.01404
11.173,0.0,308.384,5.903,2.4646
16.819,0.6,266.808,9.75,3.49421
15.259,3.6,133.16,3.256,3.39234
13.677,1.4,119.315,2.679,2.40566
12.935,0.2,193.768,4.723,1.95157
14.649,0.0,319.027,8.442,2.83998
17.965,0.0,323.173,10.319,2.97375
21.125,0.0,330.648,13.115,3.76066
22.629,0.0,331.082,14.159,3.61675
24.739,0.0,334.961,17.34,3.63774
22.348,0.0,233.441,8.183,3.77571
15.222,1.8,64.636,3.33,2.13881
12.295,0.0,268.476,5.04,2.98204
13.123,0.0,335.963,6.774,3.29578
15.974,0.0,328.971,8.587,3.77848
18.717,1.6,296.332,9.57,3.8139
15.132,0.6,246.09,5.624,6.00557
13.553,0.0,210.996,4.856,3.8316
12.726,10.0,115.499,2.207,2.91534
9.69,0.0,219.103,4.644,5.25587
10.663,0.0,297.48,5.847,5.3706
11.713,0.0,310.329,6.802,7.49436
12.634,0.0,286.124,7.122,6.89837
12.807,0.0,231.255,4.71,6.64734
12.931,0.0,344.271,6.609,6.43256
15.919,0.0,315.471,8.811,6.44518
15.218,7.4,89.262,2.44,0.6832
18.042,0.2,329.179,8.109,5.72395
17.884,0.0,209.498,7.096,4.69635
19.694,0.0,255.505,7.885,5.62356
20.496,0.0,313.003,9.379,6.18629
21.314,0.0,363.569,15.696,6.43931
23.511,0.0,358.058,17.747,5.93436
24.46,0.0,331.972,17.013,5.36514
22.687,0.0,326.872,12.402,5.32316
23.29,0.0,299.717,14.874,4.52321
24.057,2.6,299.238,12.425,4.17439
21.583,1.2,222.291,7.434,5.97917
22.009,0.0,289.721,8.581,6.77884
24.672,0.0,324.134,13.94,6.74999
24.431,0.2,249.613,13.563,6.74528
19.957,15.8,218.717,5.098,5.25882
17.876,7.6,222.252,5.168,8.68783
15.459,7.8,158.312,3.014,6.53865
16.162,0.4,110.691,1.49,7.90912
20.267,0.0,292.037,6.472,8.3518
18.042,5.4,182.457,5.231,7.27471
14.207,0.0,271.778,5.981,9.29561
14.326,5.8,140.541,3.674,9.19124
12.168,4.2,139.966,1.796,9.18684
12.498,4.4,168.869,1.681,11.5196
15.277,4.6,275.495,5.295,11.6352
16.336,4.8,218.049,4.015,11.0073
19.168,1.2,316.571,8.759,10.5949
19.675,0.2,328.522,9.691,11.4168
20.912,0.0,335.438,8.488,11.266
22.176,0.0,332.738,9.484,11.2042
24.38,0.0,287.211,8.046,13.0787
23.622,0.0,275.343,6.603,12.2449
21.839,0.0,341.362,5.789,10.4817
19.263,3.8,173.165,3.893,11.0152
16.698,2.6,129.172,2.472,9.39676
16.637,8.2,149.819,2.131,9.01275
16.83,0.0,252.284,2.665,10.1435
15.306,1.2,117.793,2.458,8.92432
16.424,0.0,207.541,3.708,11.0244
17.156,7.2,86.205,2.933,6.81773
17.81,7.6,167.289,2.532,11.5203
19.704,1.0,238.823,5.188,12.1205
23.635,0.0,296.149,8.602,9.61058
25.738,0.0,273.871,9.424,9.06894
19.721,5.2,123.438,3.412,7.514
17.795,3.4,241.066,5.366,9.69271
17.201,0.0,297.511,6.408,9.67656
17.394,0.0,254.066,6.468,9.6581
15.56,2.4,81.744,2.043,4.94111
17.179,0.0,278.049,5.194,8.39561
16.298,0.2,270.098,5.606,8.35773
16.182,3.4,217.184,4.12,8.88485
15.075,0.2,164.384,3.524,9.23871
12.437,7.4,227.911,3.451,7.64201
12.95,0.0,190.137,4.381,10.6291
14.159,0.0,273.136,5.209,10.0062
14.964,0.0,230.91,5.989,9.40798
14.833,0.0,228.13,5.124,9.80483
17.371,2.6,220.488,6.609,10.7899
16.196,0.0,247.953,6.415,10.2056
14.508,13.0,144.128,4.199,8.23972
12.729,6.2,28.206,1.045,3.19588
16.04,0.0,218.871,4.37,7.26461
18.226,0.0,276.431,5.148,8.72206
19.923,0.0,273.663,6.762,7.60138
19.098,7.0,149.299,4.993,8.3487
15.779,0.0,172.583,4.57,7.75405
14.064,2.6,39.251,0.915,3.20956
17.272,0.2,83.658,3.081,5.40614
16.097,1.2,91.108,2.017,5.87119
16.423,0.0,196.91,3.602,8.78667
15.45,8.0,67.502,3.281,5.2853
14.32,1.2,245.158,4.934,7.75651
13.964,0.0,214.987,4.844,7.35315
15.876,0.0,257.829,6.648,6.9438
18.929,0.0,266.204,9.227,6.43467
21.512,0.0,260.401,10.756,6.42873
22.125,0.0,249.133,9.846,6.09805
21.313,0.0,183.839,7.665,7.91276
20.153,0.0,189.286,7.047,6.14558
20.991,0.2,226.408,7.686,6.19835
20.499,0.0,245.669,8.46,5.10451
19.94,0.0,224.29,8.913,4.48036
20.323,0.0,184.387,8.2,5.35839
20.555,0.0,230.967,9.624,5.25495
21.392,0.0,193.601,8.17,5.7954
19.191,6.6,125.273,3.067,6.57805
18.666,15.6,144.313,4.234,7.65858
15.012,47.2,20.245,0.819,1.23889
15.538,5.0,65.145,1.478,5.34589
16.139,0.2,77.424,2.427,4.48619
16.433,0.0,98.714,3.892,7.53083
17.131,1.0,54.372,3.35,4.29175
13.795,20.0,53.674,1.833,2.68302
9.186,0.0,175.483,2.933,5.48649
9.666,0.2,228.023,4.38,5.82689
10.55,0.0,223.697,5.46,6.17921
10.03,0.0,218.01,4.376,5.68792
11.071,0.0,217.132,5.232,6.35542
12.059,0.0,207.228,4.444,6.19065
14.327,0.0,202.681,5.395,6.57715
15.906,0.2,191.449,6.66,6.80455
15.73,5.4,169.628,5.459,8.754
15.03,0.2,135.505,3.262,5.53026
15.839,0.2,100.288,3.672,6.71812
13.523,1.2,104.544,3.096,6.18302
11.284,3.0,88.263,3.234,4.48992
10.39,0.0,135.051,3.739,6.30483
11.564,19.0,30.383,1.435,2.72097
9.086,0.0,83.261,0.808,3.86782
8.982,0.2,23.255,0.835,1.97501
11.814,0.0,14.622,0.876,2.12821
13.978,0.0,31.723,0.784,3.05595
13.017,0.0,78.232,1.957,4.90599
12.643,0.0,88.564,1.403,5.18108
12.988,0.0,119.447,2.061,5.49931
14.041,0.0,165.071,3.933,5.17303
12.257,0.0,167.341,2.185,6.21843
13.127,0.0,154.494,3.389,6.98074
13.27,0.0,138.247,3.552,5.77702
12.363,0.2,152.457,4.255,5.12553
12.019,0.0,155.069,4.336,4.68833
11.536,0.2,153.148,3.58,4.10059
11.18,0.0,148.406,3.141,3.17134
8.401,0.0,153.321,3.338,2.92438
7.918,0.0,139.63,3.499,2.78216
8.711,1.2,50.313,1.215,1.28007
11.709,0.2,109.188,2.328,3.69283
15.719,0.6,73.556,4.47,3.86938
15.188,4.0,68.897,2.976,2.65683
12.656,0.0,69.463,3.043,2.8199
12.096,0.0,103.615,3.584,3.54109
15.771,0.0,94.529,5.703,1.61323
15.017,0.8,61.77,2.91,1.072
14.08,0.2,121.838,3.505,1.10835
14.84,0.2,124.828,6.343,1.8004
15.781,0.0,105.514,7.498,1.97805
14.349,0.0,117.327,5.103,0.770682
14.69,0.0,93.694,5.48,1.30627
12.542,6.6,83.323,2.087,0.44687
12.322,1.4,28.866,2.911,0.586738
15.441,0.8,108.12,4.886,1.19723
12.947,15.0,45.334,1.689,-0.785212
9.219,0.8,91.793,2.314,0.148672
8.811,0.0,108.754,2.739,0.28935
7.246,0.2,47.493,1.67,0.246273
8.744,0.2,96.343,2.881,0.554184
11.376,0.0,73.321,3.689,1.25769
8.464,0.0,28.302,1.013,0.635566
6.996,0.0,88.398,1.6,0.50703
7.556,0.6,63.981,1.486,0.817242
9.014,0.2,90.844,1.939,1.21009
3.566,0.0,60.584,0.911,0.636517
2.771,0.0,13.972,0.542,-0.558519
4.081,2.0,22.616,0.711,0.526387
2.165,0.0,28.069,0.867,0.140907
1.526,0.0,31.134,0.722,-0.103538
-1.903,0.2,37.053,0.832,-0.069119
-1.738,0.0,33.071,0.737,-0.649917
-0.95,0.0,13.773,0.592,-0.32167
-0.093,0.2,54.56,0.585,0.118065
0.984,0.0,17.404,1.056,0.522414
-0.22,0.0,16.874,1.043,0.103872
-0.601,1.2,65.844,0.304,0.126544
0.78,2.0,83.795,1.497,-0.11115
0.373,3.4,22.136,0.461,0.0641622
0.838,3.8,16.108,0.364,0.128946
0.196,0.6,25.842,0.462,0.303502
0.364,0.0,20.66,0.855,-0.00243454
-0.655,0.0,80.922,0.774,0.181452
2.91,3.2,20.343,0.854,0.893859
6.837,0.4,35.458,0.75,0.220398
7.252,6.4,21.253,0.569,-0.364595
5.016,5.2,26.915,0.686,-0.527345
3.523,0.8,32.681,0.796,-0.0492784
3.019,1.4,12.003,0.761,-0.312962
2.793,4.4,7.651,0.568,0.0776468
1.884,0.8,15.585,0.968,0.256255
0.059,0.0,71.379,1.607,-0.0144555
-0.795,0.0,68.876,1.531,-0.0499929
1.23,0.6,52.33,1.296,0.0645876
2.421,0.6,60.123,1.526,0.342513
1.971,0.4,17.691,1.381,0.102723
2.747,0.2,16.954,1.353,0.234471
4.501,15.0,5.465,1.411,0.14792
0.588,1.0,33.644,1.602,0.199401
-0.433,0.0,14.205,1.342,0.332039
-0.672,0.0,21.31,1.144,-0.239318
-0.18,0.6,13.769,0.957,0.195214
-0.598,0.0,9.319,1.001,0.00861847
-0.091,0.2,15.14,0.989,0.106412
2.592,0.8,13.198,0.954,-0.0984949
3.552,0.2,16.781,0.99,0.297598
3.266,0.2,27.024,0.956,0.246035
-0.29,0.0,16.263,0.877,0.207528
-2.786,0.0,19.469,0.886,0.0632964
-5.586,0.0,32.895,0.836,-0.483644
-4.955,0.0,36.184,0.85,-0.57788
-4.047,0.0,62.373,0.94,-0.584007
4.552,24.6,22.228,0.826,-0.0993736
3.578,3.2,38.027,1.212,0.220554
3.068,0.4,24.884,0.851,0.00144806
0.801,0.0,30.196,0.727,0.0494359
-0.419,0.0,66.736,0.792,-0.210801
-0.534,0.0,38.764,0.862,-0.0629866
-1.082,0.0,71.197,1.087,0.359209
-3.237,0.0,45.341,0.456,-0.0349271
-2.55,0.0,61.49,0.759,0.225988
-4.817,0.0,74.474,0.369,-0.0375124
-5.68,0.0,61.912,0.252,-0.190664
-2.436,2.6,75.993,1.18,0.0346987
0.61,4.4,32.927,0.323,-0.131486
-2.18,0.0,33.249,0.345,-0.302775
-4.108,0.2,79.36,0.443,-0.360102
-5.854,0.0,70.747,0.366,0.0882129
-3.344,0.2,63.429,0.71,-0.0126318
3.41,19.6,8.865,0.801,0.00747276
4.093,1.0,13.228,0.668,0.310975
